"","protein","log2_fold_change","adjusted_p_value_-log10","significant"
"34","PPM1N",3.27151952599737,0.0636741464756048,FALSE
"35","ZNF708 KOX8 ZNF15 ZNF15L1",3.25271666922823,0.0710134118199868,FALSE
"36","MINDY1 FAM63A KIAA1390",3.19969138153275,0.206816137928824,FALSE
"37","ABCC3 CMOAT2 MLP2 MRP3",3.17846520071213,0.168709786558235,FALSE
"38","OR2T11",3.15544005997563,0.426888304182782,FALSE
"39","ALDH3A1 ALDH3",3.14874202215944,0.1014494872881,FALSE
"40","PNPLA1",3.14081604044585,0.088902335853424,FALSE
"41","TMEM131 KIAA0257 RW1",3.1302604835946,0.159743895528866,FALSE
"42","KIF21B KIAA0449",3.12554241042704,0.0255534717657304,FALSE
"43","SCN3A KIAA1356 NAC3",3.11512585364684,0.493429478886679,FALSE
"44","PLIN5 LSDP5 OXPAT PAT-1",3.09606963012525,0.663339597521536,FALSE
"45","BLK",3.09430190655777,0.0869153708769104,FALSE
"46","MYO1H",3.08099890056288,0.0941590298352522,FALSE
"47","ASCL2 BHLHA45 HASH2",3.06392274169946,0.0251195984062577,FALSE
"48","BRME1 C19orf57",3.06292793452928,0.462382361540698,FALSE
"49","CSTF3",3.04113618494038,0.233682709421582,FALSE
"50","ZNF292 KIAA0530",3.02588926164492,0.152713439793636,FALSE
"51","BDP1 KIAA1241 KIAA1689 TFNR",3.01678640752683,0.0135452880315419,FALSE
"52","FGFR4 JTK2 TKF",3.01455280785469,0.027543431841599,FALSE
"53","MAP3K14 NIK",3.01431101053086,0.111238649510967,FALSE
"54","ZSCAN12 KIAA0426 ZNF305 ZNF96",3.00485494921591,0.173167886082118,FALSE
"55","PDK1 PDHK1",2.99029991223748,0.0257420832943987,FALSE
"56","NSA2 TINP1 HUSSY-29",2.98710511989446,0.0745239223704201,FALSE
"57","RPS20",2.98667018075382,0.0283922199040472,FALSE
"58","LPXN LDLP",2.97025402957341,0.070856945646511,FALSE
"59","ARHGAP31 CDGAP KIAA1204",2.95744446604317,0.0554066191822793,FALSE
"60","ADCY3 KIAA0511",2.94000053319635,0.0530359709321663,FALSE
"61","STEAP3 TSAP6",2.93835281096296,0.294663425141053,FALSE
"62","ESYT1 FAM62A KIAA0747 MBC2",2.93786747973685,0.0704735248477945,FALSE
"63","ABCF3",2.93608485674935,0.191489848504515,FALSE
"64","ALDH6A1 MMSDH",2.93521156097852,0.168688960596558,FALSE
"65","SENP1",2.93379410344236,0.0949631970244048,FALSE
"66","MFAP3",2.92119997452444,0.0347167401050072,FALSE
"67","ATRX RAD54L XH2",2.91303777499864,0.0705159673886592,FALSE
"68","RNF225",2.90670581872481,0.0932986845978986,FALSE
"69","ABCB7 ABC7",2.90502613652429,0.993788335403744,FALSE
"70","INPP4A",2.89899971799847,0.188959916311129,FALSE
"71","CENPC CENPC1 ICEN7",2.89700969443142,0.435067281157408,FALSE
"72","KCNT1 KIAA1422",2.85784256487135,0.0280683016014583,FALSE
"73","CEMIP2 KIAA1412 TMEM2",2.85337621087346,0.177752032053673,FALSE
"74","CEBPD",2.83652841292153,0.614516647513559,FALSE
"75","STAG3",2.83228670753578,0.0637179193092015,FALSE
"76","RBM6 DEF3",2.82164027874113,0.0926300378800427,FALSE
"77","SH3BP1",2.8097294886015,0.176609260633938,FALSE
"78","EGLN2 EIT6",2.80831787337537,0.0320967219177384,FALSE
"79","SLC38A4 ATA3 NAT3 SNAT4",2.74490961947307,0.0687880479163824,FALSE
"80","GAK",2.74431416796186,0.015245511140614,FALSE
"81","SNTB1 SNT2B1",2.73938558557373,0.0348881319219674,FALSE
"82","ZNF184",2.70898645611954,0.021834927688548,FALSE
"83","C9orf57",2.70394672674587,0.0649910892253812,FALSE
"84","RPS6KA3 ISPK1 MAPKAPK1B RSK2",2.70223077047764,0.0800513993143222,FALSE
"85","TNKS1BP1 KIAA1741 TAB182",2.69925755949659,0.0180870362055199,FALSE
"86","TRRAP PAF400",2.69125634561475,0.0551067830016388,FALSE
"87","PLCG2",2.68624384646256,0.99933827744693,FALSE
"88","API5 MIG8",2.67858914262391,0.0989557128881259,FALSE
"89","PHF2 CENP-35 KIAA0662",2.66924475455492,0.259670200972225,FALSE
"90","CIPC KIAA1737",2.66465346408925,0.335614816463517,FALSE
"91","MAP2",2.657058935586,0.0488763707937014,FALSE
"92","SDAD1 NUC130",2.65632284796095,0.0195957890466415,FALSE
"93","TCTEX1D1",2.65453692279271,0.0276945142462275,FALSE
"94","ITGA1",2.64400103910349,0.145005960652615,FALSE
"95","PLCL2 KIAA1092 PLCE2",2.63297541230792,0.25478964424843,FALSE
"96","MMP3 STMY1",2.63208886670265,0.0151158131144082,FALSE
"97","DPY19L1 GA0500 KIAA0877",2.6269741002974,0.0388839173015633,FALSE
"98","AKAP6 AKAP100 KIAA0311",2.60557411544031,0.017758365641718,FALSE
"99","PAPOLA PAP",2.59995139406455,0.0812377878122683,FALSE
"100","GPR173 SREB3",2.59543869483701,0.0629777219020036,FALSE
"101","COQ6 CGI-10",2.59309781986966,0.143362795758231,FALSE
"102","L1",2.58981502754896,0.0778873154482231,FALSE
"103","AK7",2.58384538026369,0.0233380168021672,FALSE
"104","PSMB4 PROS26",2.56779865869412,0.00879377672078942,FALSE
"105","C11orf1",2.56039761610395,0.0524528201817131,FALSE
"106","ADGRV1 GPR98 KIAA0686 KIAA1943 MASS1 VLGR1",2.55937239631892,0.0826119901221641,FALSE
"107","REXO5 44M2.3",2.52129080282031,0.0163090023341599,FALSE
"108","BRD9 UNQ3040/PRO9856",2.51509369321266,0.0152500723823517,FALSE
"109","MYO1G HA2",2.51485915975488,0.0276235469911295,FALSE
"110","ARHGAP5 RHOGAP5",2.50522560471524,0.0146698259642602,FALSE
"111","ROBO1 DUTT1",2.4845659636167,0.0160884843383329,FALSE
"112","CENPE",2.47386858089842,0.0259645926666845,FALSE
"113","ZNF658",2.47320509549239,0.0173317798401116,FALSE
"114","XPO1 CRM1",2.47088088591954,0.0283397495930787,FALSE
"115","HDLBP HBP VGL",2.46490042659383,0.0238848872564829,FALSE
"116","LRRC47 KIAA1185",2.46485900166246,0.0249409759952512,FALSE
"117","CDH13 CDHH",2.4578917883338,0.248798456759234,FALSE
"118","HLA-B HLAB",2.44527478551295,0.0307732305321948,FALSE
"119","TYMP ECGF1",2.44522683100891,0.0239777379563227,FALSE
"120","FASTKD1 KIAA1800",2.44220310577449,0.0276489726099264,FALSE
"121","CALML6 CAGLP CALGP",2.44113177961632,0.0819548567146007,FALSE
"122","DEPDC5 KIAA0645",2.43883761657459,0.072192645475316,FALSE
"123","GPRASP2",2.43036034687602,0.0760137386373026,FALSE
"124","EPO",2.4296359823108,0.173248243783957,FALSE
"125","COPS4 CSN4",2.42746565646393,0.0518842474575245,FALSE
"126","IRF5",2.41670161358585,0.0867458601103202,FALSE
"127","KIF20A MKLP2 RAB6KIFL",2.41571446921177,0.0135256834947024,FALSE
"128","HMGCLL1",2.41187804649881,0.0354722704215902,FALSE
"129","MYH10",2.40850480282675,0.06586197556787,FALSE
"130","COX10",2.40837208749569,0.0878286944177559,FALSE
"131","SNTN S100A1L",2.40452572925272,0.0162862837148409,FALSE
"132","POLR3H KIAA1665 RPC8",2.37910687947537,0.0185467431698369,FALSE
"133","AKAP9 AKAP350 AKAP450 KIAA0803",2.37504636232186,0.0078413211589565,FALSE
"134","CYTH2 ARNO PSCD2 PSCD2L",2.36566939636089,0.0682062952434788,FALSE
"135","PPIC CYPC",2.35771054033333,0.0321310813510109,FALSE
"136","DDX39B BAT1 UAP56",2.34756418660784,0.0573646038206054,FALSE
"137","COL4A6",2.33565422592975,0.0156166449610466,FALSE
"138","IQCF5",2.33166059292095,0.100547146546858,FALSE
"139","INF2 C14orf151 C14orf173",2.31660392450957,0.0337720209558186,FALSE
"140","MMP21",2.30873695043003,0.0430589355982808,FALSE
"141","OSBPL11 ORP11 OSBP12",2.29272854530836,0.0167881193821264,FALSE
"142","NKTR",2.28342669647198,0.178632057630944,FALSE
"143","YLPM1 C14orf170 ZAP3",2.27757070507615,0.0651843644835122,FALSE
"144","KNOP1 C16orf88 FAM191A TSG118",2.2757352670083,0.0348996105102821,FALSE
"145","TIMELESS TIM TIM1 TIMELESS1",2.27493614215344,0.00779778517206721,FALSE
"146","ITSN2 KIAA1256 SH3D1B SWAP",2.2734975584064,0.0250853759270452,FALSE
"147","SCN4A",2.27250132108025,0.0216501861932552,FALSE
"148","POSTN OSF2",2.26657946548725,0.0244580307311379,FALSE
"149","ZFYVE21",2.24908770654528,0.0114964449780164,FALSE
"150","RAP1GAP KIAA0474 RAP1GA1",2.24064612527495,0.173007015054597,FALSE
"151","ZG16",2.23679159016972,0.137317613064802,FALSE
"152","CDK14 KIAA0834 PFTK1",2.23657647943265,0.0298324005921751,FALSE
"153","MIPEP MIP",2.23452045985122,0.0434263901876147,FALSE
"154","DIDO1 C20orf158 DATF1 KIAA0333",2.23233902970566,0.0261417269785178,FALSE
"155","ASXL3 KIAA1713",2.22807666181576,0.0166084220424719,FALSE
"156","SRA1 PP7684",2.22657544992316,0.0333308795143737,FALSE
"157","LRRC6 LRTP TSLRP",2.22135737990011,0.133084149853095,FALSE
"158","ZFHX3 ATBF1",2.21822537589471,0.0379981194185123,FALSE
"159","GPR108 LUSTR2",2.21349223887478,0.0121397668980325,FALSE
"160","ZNF736",2.21138738750286,0.0564280405570702,FALSE
"161","ANKRD62",2.21119736202164,0.0307988830243363,FALSE
"162","PLEC PLEC1",2.20826360274517,0.0430871833886969,FALSE
"163","INCENP",2.20361237228893,0.0185091822359679,FALSE
"164","ITGAD",2.19779575391378,0.0239072094208452,FALSE
"165","POLR3A",2.19596198717879,0.0944295003469869,FALSE
"166","KIF13A RBKIN",2.19008095554931,0.0434664495744001,FALSE
"167","MAPK8IP2 IB2 JIP2 PRKM8IPL",2.16387202720053,0.0118753371621424,FALSE
"168","UBE4A KIAA0126",2.16311083887836,0.245410318955656,FALSE
"169","UBXN10 UBXD3",2.16110547015687,0.0105088518611619,FALSE
"170","COL8A1 C3orf7",2.16045706093773,0.0188430210180659,FALSE
"171","KRT4 CYK4",2.15904130226512,0.00927446396888744,FALSE
"172","TANGO6 KIAA1746 TMCO7",2.15373144020596,0.0286401901778312,FALSE
"173","STAB1 FEEL1 KIAA0246",2.1469330063431,0.0320612151561749,FALSE
"174","SF3B2 SAP145",2.13383463436223,0.054454128043382,FALSE
"175","AZU1",2.12082883561882,0.0246817270532108,FALSE
"176","SRXN1 C20orf139 SRX SRX1",2.12011432645076,0.0591115646006733,FALSE
"177","PSMD5 KIAA0072",2.11173470553992,0.0105968351102218,FALSE
"178","SPICE1 CCDC52 SPICE",2.11130535705434,0.0668349706020076,FALSE
"179","SGO2 SGOL2",2.10584732946526,0.0212358969618383,FALSE
"180","SCAF11 CASP11 SFRS2IP SIP1 SRSF2IP",2.09824482340318,0.0166206730993226,FALSE
"181","MEN1 SCG2",2.09629108342348,0.00992934681754334,FALSE
"182","TRIOBP KIAA1662 TARA HRIHFB2122",2.09243787077422,0.0231895116543482,FALSE
"183","POLR3B",2.09219106239108,0.0170471353675589,FALSE
"184","PADI2 KIAA0994 PAD2 PDI2",2.09217195731892,0.119477322062671,FALSE
"185","KDM8 JMJD5",2.08938844644183,0.0148554119878302,FALSE
"186","NXPH1 NPH1 Nbla00697",2.08841150555213,0.0151344364596907,FALSE
"187","PLXNA1 NOV PLXN1",2.08226751322486,0.0143770544562539,FALSE
"188","SMARCC1 BAF155",2.07373516336959,0.0206813308218187,FALSE
"189","PDE10A",2.07118978820465,0.0348358534292765,FALSE
"190","CFAP53 CCDC11",2.05614846733659,0.0178863438687151,FALSE
"191","ETAA1 ETAA16",2.05542760401707,0.0238305489267794,FALSE
"192","COG4",2.05111551352559,0.00846152452386957,FALSE
"193","SYP",2.02237606511599,0.0101149367062709,FALSE
"194","UBTFL6",2.01750735797864,0.0632547412286693,FALSE
"195","MAGED2 BCG1",2.01619513978466,0.0124819831336327,FALSE
"196","HAUS6 DGT6 FAM29A KIAA1574",2.01543814535667,0.033977368851179,FALSE
"197","RABGAP1 HSPC094",2.01414248051206,0.0499572513528584,FALSE
"198","PEG3 KIAA0287 ZSCAN24",2.01259992111758,0.0172439853080314,FALSE
"199","DCLRE1B SNM1B",2.01084267738422,0.0362977711199939,FALSE
"200","TUT4 KIAA0191 ZCCHC11",2.00254059694122,0.0541652775799046,FALSE
"201","RNF6 SPG2",1.99821793144026,0.0183054728583501,FALSE
"202","C7orf33",1.99725556608334,0.0402371858404463,FALSE
"203","ARHGAP42 GRAF3 TMEM133",1.99543150636205,0.0126049571016656,FALSE
"204","CLEC4F CLECSF13",1.99427394129382,0.0238573211319208,FALSE
"205","MYH3",1.98475595292815,0.0152779193536508,FALSE
"206","BRWD1 C21orf107 WDR9",1.98162788937568,0.0547768754585007,FALSE
"207","LILRA3 ILT6 LIR4",1.98054850861989,0.0173161441627071,FALSE
"208","CELSR1 CDHF9 FMI2",1.97397784218364,0.0250927461957604,FALSE
"209","PTCH2 UNQ560/PRO1121/PRO57079",1.97132874423585,0.0745837125400961,FALSE
"210","HNRNPR HNRPR",1.9621903251877,0.0107241117834246,FALSE
"211","LDHC LDH3 LDHX",1.96087658323975,0.033323275676051,FALSE
"212","CYP3A43",1.95259270789237,0.0642875629230813,FALSE
"213","MYBPC1 MYBPCS",1.94902511414529,0.010340220869278,FALSE
"214","PRRG1 PRGP1 TMG1",1.94685891342835,0.0434876031823663,FALSE
"215","RBBP5 RBQ3",1.94280283617127,0.0318229531712789,FALSE
"216","HIVEP3 KBP1 KIAA1555 KRC ZAS3",1.93454292246452,0.0211544787811725,FALSE
"217","WDR97 KIAA1875",1.93375564195035,0.0669645856179486,FALSE
"218","KRT1 KRTA",1.92677189402158,0.0148698668167737,FALSE
"219","BCAS3",1.92474186335515,0.0145944781293434,FALSE
"220","ACLY",1.92214025480689,0.0162705945714578,FALSE
"221","PIK3C2A",1.91936489068786,0.0165027329864099,FALSE
"222","TMF1 ARA160",1.91240842242022,0.00909374210688834,FALSE
"223","GNE GLCNE",1.91031443501684,0.0240714779016488,FALSE
"224","GALK2 GK2",1.90571776423685,0.0193952337481408,FALSE
"225","DPYSL5 CRMP5 ULIP6",1.90366064038441,0.00802622220064203,FALSE
"226","TXNDC11 EFP1",1.90271489135166,0.032647761190374,FALSE
"227","PID1 NYGGF4 PCLI1 HMFN2073",1.90220170929159,0.025977545427365,FALSE
"228","CENPN C16orf60 ICEN32 BM-309",1.90051277461818,0.0849267032233317,FALSE
"229","DENND5B",1.89960333608801,0.00777500034485164,FALSE
"230","SEPTIN8 KIAA0202 SEPT8",1.89446940310631,0.0500303253897088,FALSE
"231","ZNF630",1.89130953178563,0.0129909037841072,FALSE
"232","PHF3 KIAA0244",1.89063464262894,0.0193127266936115,FALSE
"233","PPP1R12C LENG3 MBS85",1.88674006819396,0.0339094692932042,FALSE
"234","TLE6",1.88475379578129,0.0154845841959631,FALSE
"235","TMEM121 HHOLE",1.88471199744614,0.0516725184756835,FALSE
"236","IQCJ-SCHIP1",1.8817955120544,0.017378247612029,FALSE
"237","DNAH8",1.876419586206,0.0381400202687314,FALSE
"238","EEFSEC SELB",1.87207313832184,0.0159420062061049,FALSE
"239","MYPN MYOP",1.86921409739612,0.0108372880650942,FALSE
"240","PI4K2A",1.86824881911841,0.0221018535489395,FALSE
"241","ANKRD17 GTAR KIAA0697",1.86728518801598,0.0086320309981458,FALSE
"242","SRI",1.86560094167661,0.0238721385784227,FALSE
"243","POLM polmu",1.86218991183903,0.0569154578658273,FALSE
"244","RECK ST15",1.8539713053929,0.0180890372339637,FALSE
"245","DEF6 IBP",1.84701692702399,0.010110410422091,FALSE
"246","KRT32 HHA2 HKA2 KRTHA2",1.84466787285975,0.0398441092668853,FALSE
"247","ARRB1 ARR1",1.84221315693177,0.0127721254888885,FALSE
"248","ANKRD33 C12orf7 PANKY",1.8408133784055,0.0114920224307506,FALSE
"249","MMP8 CLG1",1.83942342242681,0.00932913110148122,FALSE
"250","GUCY2D CORD6 GUC1A4 GUC2D RETGC RETGC1",1.83675927001093,0.0516070942132676,FALSE
"251","CLNK MIST",1.83241038803844,0.00772606355208727,FALSE
"252","C12orf40",1.83032176488937,0.0165822304538247,FALSE
"253","MELTF MAP97 MFI2",1.82963790588081,0.0210704557008849,FALSE
"254","TTC13 PSEC0076",1.81909240133123,0.011609949787706,FALSE
"255","ARHGAP32 GRIT KIAA0712 RICS",1.81808695058517,0.0232970979216254,FALSE
"256","JAGN1",1.81367454270847,0.0260332826542317,FALSE
"257","WDR92",1.80544470741203,0.0147124058263466,FALSE
"258","TSR1 KIAA1401",1.80488093921082,0.0302918021854349,FALSE
"259","KCNB1",1.80093475975653,0.00739318489624734,FALSE
"260","IGKV3-20",1.79706880347562,0.00567586104343019,FALSE
"261","AHCTF1 ELYS TMBS62 MSTP108",1.79644989150045,0.0072954303682513,FALSE
"262","TRA2B SFRS10",1.79129540523921,0.0256035096682884,FALSE
"263","VAV1 VAV",1.78397100319607,0.00927694842010835,FALSE
"264","METTL4",1.77571051275591,0.0300600130095765,FALSE
"265","ITCH",1.77376161863269,0.00831243971801838,FALSE
"266","MCM3AP GANP KIAA0572 MAP80",1.76978485667993,0.00920763130977644,FALSE
"267","DGLUCY C14orf159 UNQ2439/PRO5000",1.76424345730182,0.0941118093344174,FALSE
"268","ATRIP AGS1",1.76193803726861,0.0434177717809709,FALSE
"269","HDAC4 KIAA0288",1.76149516474081,0.0153481828752209,FALSE
"270","ITK EMT LYK",1.76146743227754,0.0102827963513446,FALSE
"271","CRYBG1 AIM1",1.76063408472457,0.0253439793608375,FALSE
"272","PLA2G6 PLPLA9",1.75677104650718,0.017938105732504,FALSE
"273","VIP",1.75637568883229,0.00844949429907604,FALSE
"274","CYP27C1",1.75601593263386,0.0163779842720203,FALSE
"275","CLMP ACAM ASAM UNQ318/PRO363",1.7560013022204,0.00764917335721441,FALSE
"276","SBNO1 MOP3",1.75257388487725,0.012304979725553,FALSE
"277","SPTBN2 KIAA0302 SCA5",1.75027890725945,0.0847151056973029,FALSE
"278","NIPSNAP2 GBAS",1.74885238325727,0.00927918760757811,FALSE
"279","SMAD2 MADH2 MADR2",1.74514741837368,0.0244672287265262,FALSE
"280","PHIP DCAF14 WDR11",1.74423760747392,0.00990484230846814,FALSE
"281","PRKDC HYRC HYRC1",1.73911442887168,0.00907690204134926,FALSE
"282","FOXO3 FKHRL1 FOXO3A",1.73581582256287,0.0100544130110338,FALSE
"283","PLEKHG1 KIAA1209",1.73537840023975,0.0465642322717699,FALSE
"284","SLC6A13 GAT2",1.72962679151952,0.0260980682209115,FALSE
"285","MGAT5B KIAA2008",1.72751636165155,0.00910125946036458,FALSE
"286","ELP1 IKAP IKBKAP",1.72712793307577,0.0076622359224511,FALSE
"287","TBX15 TBX14",1.72300108232651,0.00918655996423207,FALSE
"288","GPN3 ATPBD1C AD-009 UNQ1876/PRO4319",1.71694323947682,0.0109341651418386,FALSE
"289","POP4 RPP29",1.71683254513725,0.0321155985954149,FALSE
"290","DNAJB4 DNAJW HLJ1",1.71645119553476,0.0502666826494645,FALSE
"291","SLC9A5 NHE5",1.71346910622321,0.0208631053283826,FALSE
"292","POU5F2 SPRM1",1.70675641762113,0.00868144342782165,FALSE
"293","CHD7 KIAA1416",1.70662450032107,0.0178702039575399,FALSE
"294","CLK1 CLK",1.70547428444564,0.0317315749033684,FALSE
"295","ECE1",1.70479910327227,0.0120487931626896,FALSE
"296","GPM6A M6A",1.70441526663184,0.0207225692332194,FALSE
"297","AFDN-DT AFDN-AS1 C6orf124",1.6986854565131,0.0266252563433743,FALSE
"298","ATP11C ATPIG ATPIQ",1.69491745971104,0.00826681475986774,FALSE
"299","PLXNC1 VESPR",1.69365455037427,0.0107510924004854,FALSE
"300","ZNF395 HDBP2 PBF",1.69305807025459,0.0054263049815529,FALSE
"301","SCN8A MED",1.69210298569887,0.0101388867220894,FALSE
"302","AHRR BHLHE77 KIAA1234",1.68839124514365,0.00570917854661058,FALSE
"303","TCF20 KIAA0292 SPBP",1.68523643332788,0.00739210959819844,FALSE
"304","EIF3A EIF3S10 KIAA0139",1.67441988906223,0.0161437122548911,FALSE
"305","RPS6KB1 STK14A",1.67361506088998,0.0131093572776003,FALSE
"306","FANCE FACE",1.67125003363405,0.0255105512070796,FALSE
"307","TTC30B",1.67074429127985,0.0113426784026279,FALSE
"308","SMCHD1 KIAA0650",1.67031080807859,0.00797046992645151,FALSE
"309","CCDC17",1.66782179939811,0.00961213254756304,FALSE
"310","MBD6 KIAA1887",1.66634159877346,0.0078529475462566,FALSE
"311","MRPS15 RPMS15 DC37",1.66511024232303,0.00752253872772181,FALSE
"312","ZGPAT GPATC6 GPATCH6 KIAA1847 ZC3H9 ZC3HDC9 ZIP",1.65484580958491,0.0112503037139544,FALSE
"313","C12orf65 My030",1.65465069900804,0.0232171111602808,FALSE
"314","LEG1 C6orf58",1.64992227503802,0.0080047070101986,FALSE
"315","FHL2 DRAL SLIM3",1.6479356093446,0.0278273301400596,FALSE
"316","PROX2",1.64381950155254,0.0150562070511298,FALSE
"317","E4",1.64192149957772,0.0116630326951314,FALSE
"318","VPS33B",1.63996963984988,0.0140264246588662,FALSE
"319","RBMXL2 HNRNPGT",1.63722402758696,0.00678364878065867,FALSE
"320","GSAP PION",1.63627009365623,0.0215229465938442,FALSE
"321","OFCC1 MRDS1",1.63070200619626,0.0281874095618353,FALSE
"322","FANCI KIAA1794",1.63065145210594,0.0132304910905331,FALSE
"323","FRMPD4 KIAA0316 PDZD10 PDZK10",1.62754846561707,0.0207607521160129,FALSE
"324","KLC1 KLC KNS2",1.62659067662149,0.0118149540131869,FALSE
"325","NKD2",1.61870895198883,0.0252753430048478,FALSE
"326","MYB",1.61070657207507,0.0167103379330322,FALSE
"327","FOLR1 FOLR",1.61008277361069,0.00785921665106344,FALSE
"328","IARS1 IARS",1.60524842441878,0.0173025183721215,FALSE
"329","YAF2",1.60304554069737,0.0125082606035952,FALSE
"330","CACNA2D2 KIAA0558",1.60213872915432,0.00744793056417377,FALSE
"331","ADO C10orf22",1.59827760069309,0.00748964449382611,FALSE
"332","CES5A CES7",1.59424362881986,0.0114294254317372,FALSE
"333","EFCAB13 C17orf57",1.59204967759301,0.0121155471828106,FALSE
"334","GAS2L1 GAR22",1.59141405165098,0.0284303720515533,FALSE
"335","ZXDC ZXDL",1.59103505097994,0.00820995255672963,FALSE
"336","UROD",1.58707216578075,0.0100106572231161,FALSE
"337","NGRN FI58G HT020",1.58187620590892,0.0260718644617196,FALSE
"338","PDCD11 KIAA0185",1.58187591077152,0.00880124964348882,FALSE
"339","MYO10 KIAA0799",1.57279220311777,0.0106572195052278,FALSE
"340","DYM",1.55655302435225,0.00694006252479983,FALSE
"341","METTL17 METT11D1",1.54690905745467,0.0108664004432252,FALSE
"342","PDYN",1.54617891022172,0.0276883479505879,FALSE
"343","DEUP1 CCDC67",1.54548201866452,0.0104244018228604,FALSE
"344","UHRF1 ICBP90 NP95 RNF106",1.54280862846194,0.0285849470013461,FALSE
"345","ERI3 PINT1 PRNPIP PRNPIP1",1.53983740935559,0.0133849331196148,FALSE
"346","SH3TC1",1.528434108607,0.0243362934924116,FALSE
"347","SMRP1 C9orf24 CBE1",1.52817770995781,0.0207785273058451,FALSE
"348","SBNO2 KIAA0963",1.52621795455112,0.00769251000818528,FALSE
"349","TMEM200C TTMA",1.52594795420339,0.016756288351352,FALSE
"350","JPH2 JP2",1.52554683241447,0.00798428665184588,FALSE
"351","PRDM10 KIAA1231 PFM7 TRIS",1.52308218341834,0.0377837435022135,FALSE
"352","TBC1D5 KIAA0210",1.52278484099784,0.00672159288609879,FALSE
"353","ZDBF2 KIAA1571",1.5188842003923,0.00549518517388757,FALSE
"354","RGN SMP30",1.51843730531517,0.00778997072757234,FALSE
"355","C9orf131",1.5170748237654,0.0115696747175288,FALSE
"356","CSNKA2IP",1.51414123956622,0.00519158662391903,FALSE
"357","KIF9",1.51288123351403,0.00666814509811284,FALSE
"358","MPP3 DLG3",1.51266319748062,0.014633308068357,FALSE
"359","SLC39A6 LIV1 ZIP6",1.51069431803513,0.00931825401059353,FALSE
"360","ADGRL2 KIAA0786 LEC1 LPHH1 LPHN2",1.50917884866695,0.0120106720868495,FALSE
"361","C11orf96 AG2",1.50525317702013,0.00678776280959484,FALSE
"362","NCF1 NOXO2 SH3PXD1A",1.50314712395763,0.0161394262894523,FALSE
"363","ERCC6 CSB",1.50186096395249,0.0161293518408193,FALSE
"364","ACOX1 ACOX",1.50026532061115,0.0162890437026314,FALSE
"365","E1",1.50009564494879,0.0178087335769688,FALSE
"366","TBK1 NAK",1.49929457305018,0.0106180449829945,FALSE
"367","SDK2 KIAA1514",1.49353638428794,0.027881461446966,FALSE
"368","ACYP2 ACYP",1.49309678266871,0.01020623167404,FALSE
"369","SCUBE3 CEGF3",1.48799460610535,0.00780123352360973,FALSE
"370","PLEKHA7",1.48743020587327,0.0118418417322913,FALSE
"371","TNF TNFA TNFSF2",1.48262815085724,0.00994697590715467,FALSE
"372","TTC19",1.47371083745233,0.0121378105406158,FALSE
